date,Pair,Open,High,Low,Close,ema_21,ema_50,stochastic,stochastic_ma,stochastic_signal
2023-04-10 15:00:00+00:00,BTC-USD,28316.85546875,28316.85546875,28316.85546875,28316.85546875,28255.84731777427,28161.107817637483,66.76171495733047,48.38571209566151,0.0
